country_name,new_confirmed,date,location_key,cumulative_tested,new_persons_vaccinated,new_deceased
South Africa,5668,2021-06-03,ZA,11800313,73541,67
South Africa,5450,2021-06-04,ZA,11840773,69654,97
South Africa,5073,2021-06-05,ZA,11876594,6886,45
South Africa,3285,2021-06-06,ZA,11899793,6812,89
South Africa,4209,2021-06-07,ZA,11932018,83485,120
South Africa,8881,2021-06-08,ZA,11985750,91541,127
South Africa,9147,2021-06-09,ZA,12044072,93740,100
South Africa,8020,2021-06-10,ZA,12092681,71015,181
South Africa,9319,2021-06-11,ZA,12148854,77389,62
South Africa,7657,2021-06-12,ZA,12193414,6002,78
South Africa,5548,2021-06-13,ZA,12223448,3871,153
South Africa,8436,2021-06-14,ZA,12270842,94699,157
South Africa,13246,2021-06-15,ZA,12331837,93825,77
South Africa,11767,2021-06-16,ZA,12383955,8287,205
South Africa,10510,2021-06-17,ZA,12435256,95247,118
South Africa,13575,2021-06-18,ZA,12493891,67725,149
South Africa,13155,2021-06-19,ZA,12549484,4553,112
South Africa,9160,2021-06-20,ZA,12586342,NA,93
South Africa,11093,2021-06-21,ZA,12633235,87618,297
South Africa,17493,2021-06-22,ZA,12703421,NA,166
South Africa,16078,2021-06-23,ZA,12769052,NA,148
South Africa,18762,2021-06-24,ZA,12842761,321006,215
South Africa,17956,2021-06-25,ZA,12912828,111130,157
South Africa,15036,2021-06-26,ZA,12968748,21332,122
South Africa,12222,2021-06-27,ZA,13011903,97202,138
South Africa,13347,2021-06-28,ZA,13062835,8084,226
South Africa,19506,2021-06-29,ZA,13133428,112670,383
South Africa,21584,2021-06-30,ZA,13209501,125970,382
